,IdMaterial,IdCeSum,2021/12,2022/1,2022/10,2022/11,2022/2,2022/3,2022/4,2022/5,2022/6,2022/7,2022/8,2022/9,Porcentaje,Provision,LeadTime,Sucursal,ABC_Sucursal,ABC,Margen_Total,Margen_Suc,UMBase,MAPE,AcumProy,AcumEsp,AcumPost,MeanSupply,Trim Proy 2022/12 - 2023/2,Trim Proy 2023/3 - 2023/5,DdaProy 2022/12,DdaProy 2023/1,DdaProy 2023/2,DdaProy 2023/3,DdaProy 2023/4,DdaProy 2023/5,PeriodROP,MeanSupply2,StdSupply2,DdaAnual,Trim 2021/12 - 2022/2,Trim 2022/3 - 2022/5,Trim 2022/6 - 2022/8,Trim 2022/9 - 2022/11,ServiceLevel
3,14000016,D120,0.0,0.03,0.015,0.045,0.045,0.03,0.0,0.0,0.3,0.0,0.045,0.0,0.0045351473922902496,Centralizado,9,Temuco,B,A,0.3985405299974592,0.0295318821081451,T   ,0.08546138873308387,0.20498882683846856,0.105,0.40499999999999997,0.03416480447307809,0.1084672827611227,0.09652154407734587,0.04453514739229025,0.0327437641723356,0.031201814058956917,0.030430839002267573,0.03333333333333333,0.0326984126984127,1.0,0.023752078609221468,0.003474419203139908,0.6099433106575964,0.075,0.03,0.345,0.06,0.95
4,14000016,D130,0.045,0.075,0.06,0.09,0.045,0.045,0.0,0.0,0.03,0.045,0.0,0.045,0.004268374016273176,Centralizado,9,Panguipulli,B,A,0.3985405299974592,0.1008243409725153,T   ,0.08546138873308387,0.19293066055385275,0.20999999999999996,0.27,0.03215511009230879,0.1020868543634096,0.09084380619044316,0.041915432839802584,0.030817660397492327,0.02936641323195945,0.028640789649193008,0.03137254901960784,0.030774976657329596,1.0,0.022354897514561378,0.003270041602955207,0.4628878217953848,0.16499999999999998,0.045,0.075,0.195,0.95
5,14000016,D150,0.225,0.21,0.24,0.15,0.075,0.285,0.045,0.165,0.075,0.3,0.03,0.2699999999999999,0.01840736294517807,Centralizado,9,Valdivia,A,A,0.3985405299974592,0.1995444381038261,T   ,0.08546138873308387,0.83201347363849,1.005,1.065,0.13866891227308167,0.4402495594422039,0.39176391419628614,0.18076030412164867,0.13290116046418568,0.12664265706282513,0.12351340536214486,0.13529411764705881,0.1327170868347339,1.0,0.09640549553154595,0.014102054412744333,1.8968287314925967,0.51,0.495,0.405,0.6599999999999999,0.98
6,14000016,D170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.00013338668800853674,Centralizado,9,,B,B,,,T   ,0.08546138873308387,0.006029083142307898,0.0,0.015,0.0010048471903846498,0.00319021419885655,0.0028388689434513488,0.0013098572762438308,0.0009630518874216352,0.0009177004134987328,0.0008950246765372815,0.000980392156862745,0.0009617180205415499,1.0,0.0006985905473300431,0.00010218880009235022,0.021027744431105774,0.0,0.0,0.0,0.015,0.95
7,14000016,D180,0.405,0.075,0.075,0.03,0.21,0.255,1.005,1.155,0.42,0.075,0.0,0.3,0.03561424569827931,Centralizado,9,Rio Bueno,A,A,0.3985405299974592,0.3472821759393084,T   ,0.08546138873308387,1.609765198996209,3.105,0.8999999999999999,0.2682941998327015,0.8517871910946989,0.7579780079015102,0.34973189275710287,0.25713485394157665,0.24502601040416166,0.23897158863545417,0.26176470588235295,0.25677871148459386,1.0,0.18652367613712154,0.027284409624657512,2.509407763105242,0.6900000000000001,2.415,0.495,0.405,0.98
8,14000016,D190,0.03,0.045,0.09,0.045,0.075,0.12,0.105,0.045,0.0,0.075,0.105,0.075,0.007202881152460984,Centralizado,9,Osorno,B,A,0.3985405299974592,0.0192903119011712,T   ,0.08546138873308387,0.32557048968462654,0.42,0.38999999999999996,0.054261748280771085,0.1722715667382537,0.15329892294637285,0.07073229291716687,0.052004801920768305,0.04955582232893157,0.04833133253301321,0.052941176470588235,0.0519327731092437,1.0,0.03772388955582233,0.005518195204986913,0.7154981992797119,0.15,0.26999999999999996,0.18,0.20999999999999996,0.95
9,14000016,D210,0.0,0.0,0.0,0.675,0.0,0.0,0.0,0.0,0.0,0.975,0.69,0.0,0.020808323329331732,Centralizado,120,,B,B,,,T   ,0.08546138873308387,0.9405369702000321,0.0,2.34,0.15675616170000536,0.4976734150216218,0.4428635551784104,0.2043377350940376,0.1502360944377751,0.14316126450580233,0.1396238495398159,0.15294117647058822,0.15002801120448178,4.0,0.6730452180872348,0.035393788919730315,3.2803281312525012,0.0,0.0,1.665,0.675,0.95
10,14000016,D220,0.015,0.03,0.0,0.015,0.03,0.015,0.06,0.0,0.015,0.015,0.03,0.015,0.002134187008136588,Centralizado,9,Purranque,B,A,0.3985405299974592,0.0372857099070035,T   ,0.08546138873308387,0.09646533027692637,0.15,0.09,0.016077555046154397,0.0510434271817048,0.04542190309522158,0.020957716419901292,0.015408830198746164,0.014683206615979725,0.014320394824596504,0.01568627450980392,0.015387488328664798,1.0,0.011177448757280689,0.0016350208014776035,0.1864439108976924,0.075,0.075,0.06,0.03,0.95
11,14000016,D230,0.03,0.03,0.03,0.0,0.075,0.045,0.12,0.0,0.0,0.0,0.015,0.045,0.0034680538882219556,Centralizado,9,Frutillar,B,A,0.3985405299974592,0.0556075940755625,T   ,0.08546138873308387,0.15675616170000536,0.3,0.09,0.026126026950000898,0.08294556917027031,0.07381059252973507,0.034056289182339605,0.02503934907296252,0.023860210750967056,0.02327064158996932,0.025490196078431372,0.0250046685340803,1.0,0.018163354230581123,0.0026569088024011064,0.2467213552087502,0.135,0.16499999999999998,0.015,0.075,0.95
12,14000016,D240,0.24,0.615,0.3899999999999999,0.375,0.645,0.345,0.825,0.285,0.465,0.6,0.39,0.39,0.04948646125116713,Centralizado,9,Puerto Varas,A,A,0.3985405299974592,0.2550507825561903,T   ,0.08546138873308387,2.2367898457962303,2.955,2.6100000000000003,0.37279830763270505,1.18356946777578,1.0532203780204503,0.48595704948646123,0.3572922502334267,0.34046685340802985,0.3320541549953315,0.3637254901960784,0.356797385620915,1.0,0.259177093059446,0.037912044834261936,4.846293183940243,1.5,1.4549999999999998,1.455,1.1549999999999998,0.98
