,Unnamed: 0,SKU,Params,Score
0,0,10000013,"(0.6, 'auto', 11, 1, True, 2, 1, 0)",0.05754145440407355
1,0,10000048,"(None, 'log2', 1, 26, True, 2, 1, 1)",0.3004411841042717
2,0,10000060,"(0.6, 'log2', 11, 26, True, 2, 1, 1)",0.07745850633276576
3,0,10000097,"(None, 'sqrt', 1, None, False, 2, 1, 3)",0.06390534445279601
4,0,10000114,"(None, 'sqrt', 11, 26, True, 2, 1, 0)",0.08057303507516539
5,0,10000139,"(0.1, 'sqrt', 11, None, False, 2, 1, 2)",0.08412599136239009
6,0,10000159,"(0.1, None, 11, 16, True, 2, 1, 2)",0.09002066743116102
7,0,10000178,"(None, 'log2', 21, None, False, 2, 1, 0)",0.04383098170151615
8,0,10000206,"(0.6, 'log2', 11, 11, True, 2, 1, 2)",0.07096763420077797
9,0,10000216,"(0.1, 'log2', 11, 16, False, 2, 1, 1)",0.1394850585770546
10,0,10000333,"(0.6, None, 11, 6, True, 2, 1, 1)",0.05957632558192192
11,0,10000422,"(None, 'auto', 11, 11, True, 2, 1, 0)",0.09748202815194432
12,0,10000517,"(None, None, 41, 1, True, 2, 1, 2)",0.028501087195595277
13,0,10000529,"(None, 'auto', 11, 26, True, 2, 1, 3)",0.06705134419475632
14,0,10000571,"(None, 'log2', 1, 16, True, 2, 1, 3)",0.17445437302792713
15,0,10000572,"(None, 'auto', 1, None, False, 2, 1, 3)",0.2226837226855203
16,0,10000595,"(None, 'log2', 1, 11, True, 2, 1, 3)",0.18569454617353787
17,0,10000601,"(0.6, 'sqrt', 1, 26, False, 2, 1, 3)",0.11441974286632357
18,0,10000602,"(0.6, 'sqrt', 1, 21, False, 2, 1, 0)",0.16144395925669483
19,0,10000637,"(0.6, 'log2', 11, 6, False, 2, 1, 1)",0.06829874049707664
20,0,10000657,"(0.6, 'log2', 1, 16, True, 2, 1, 1)",0.08544565388089326
21,0,10000720,"(0.6, 'auto', 1, None, True, 2, 1, 0)",0.08606380764168645
22,0,10000835,"(0.6, 'sqrt', 11, 11, True, 2, 1, 0)",0.09880192138817315
23,0,10000837,"(None, 'sqrt', 1, 26, True, 2, 1, 2)",0.19735960135140987
24,0,10000839,"(0.6, 'log2', 1, 26, True, 2, 1, 0)",0.08895533718069205
25,0,10000923,"(None, 'log2', 31, 11, True, 2, 1, 1)",0.19462930640217052
26,0,10000932,"(0.1, 'log2', 1, 26, False, 2, 1, 1)",0.25416889608439047
27,0,10000949,"(0.6, 'auto', 1, 6, False, 2, 1, 0)",0.07581614787399002
28,0,10000950,"(0.1, 'auto', 1, 6, True, 2, 1, 1)",0.19678777357869542
29,0,10000956,"(0.6, 'log2', 1, None, False, 2, 1, 3)",0.0937632790133426
30,0,10000969,"(0.6, 'auto', 1, 16, True, 2, 1, 0)",0.09725617740337623
31,0,10001014,"(0.6, 'sqrt', 11, 21, True, 2, 1, 1)",0.0718388421023646
32,0,10001026,"(None, 'log2', 11, 21, True, 2, 1, 2)",0.06652585134338175
33,0,10001029,"(0.6, None, 1, 11, True, 2, 1, 1)",0.09108245515777807
34,0,10001115,"(None, 'sqrt', 1, 21, False, 2, 1, 3)",0.08154692597756427
35,0,10001118,"(None, 'sqrt', 1, 6, True, 2, 1, 2)",0.07433823583960912
36,0,10001516,"(0.1, 'sqrt', 1, 11, False, 2, 1, 1)",0.11148146136908584
37,0,10001598,"(0.6, 'auto', 11, None, True, 2, 1, 1)",0.04998631282264583
38,0,11000046,"(None, 'sqrt', 1, 26, False, 2, 1, 1)",0.1018613306109084
39,0,11000073,"(None, 'sqrt', 1, 21, False, 2, 1, 1)",0.0807678297031916
40,0,11000074,"(None, 'sqrt', 1, 26, False, 2, 1, 1)",0.11997513041063676
41,0,11000331,"(None, 'sqrt', 11, 26, False, 2, 1, 3)",0.09516876474540346
42,0,11000332,"(None, 'log2', 31, 16, False, 2, 1, 3)",0.10943458570184365
43,0,11000355,"(0.6, None, 21, 16, True, 2, 1, 1)",0.10949159056387107
44,0,11000374,"(None, 'log2', 1, 6, False, 2, 1, 3)",0.23496023303441735
45,0,11000375,"(None, 'log2', 11, 16, False, 2, 1, 0)",0.1824204760983675
46,0,11000376,"(None, 'sqrt', 11, 11, False, 2, 1, 0)",0.2386526584981044
47,0,11000377,"(0.6, 'log2', 11, 11, False, 2, 1, 1)",0.22379741920406213
48,0,11000995,"(None, 'log2', 1, None, False, 2, 1, 3)",0.08298778014231159
49,0,11000996,"(0.6, 'log2', 1, 26, False, 2, 1, 3)",0.0684235891336663
50,0,11001027,"(0.6, 'log2', 21, 26, False, 2, 1, 3)",0.1505968872787412
51,0,11001035,"(0.6, 'auto', 11, None, True, 2, 1, 2)",0.05059061887664331
52,0,11001172,"(0.6, 'log2', 11, None, False, 2, 1, 3)",0.12922769555685762
53,0,11001980,"(None, 'auto', 1, None, True, 2, 1, 2)",0.14791452882586895
54,0,11002216,"(0.6, 'sqrt', 1, None, False, 2, 1, 0)",0.16792610452095583
55,0,11002219,"(0.1, 'sqrt', 1, 26, False, 2, 1, 0)",0.08721246480893581
56,0,11002591,"(0.6, 'sqrt', 11, 26, False, 2, 1, 3)",0.09783622253613153
57,0,11002723,"(0.1, 'sqrt', 21, 26, False, 2, 1, 2)",0.1545292919772638
58,0,11002724,"(None, 'auto', 1, 11, True, 2, 1, 1)",0.14244770642480203
59,0,11003490,"(None, 'log2', 1, 21, True, 2, 1, 2)",0.13693097359679368
60,0,11003491,"(None, 'auto', 11, 11, False, 2, 1, 3)",0.04424031984251513
61,0,11003493,"(0.6, None, 1, 26, True, 2, 1, 1)",0.06885175477504604
62,0,12000005,"(0.6, 'sqrt', 1, None, True, 2, 1, 0)",0.20840898759459794
63,0,12000027,"(0.6, 'auto', 1, 6, True, 2, 1, 2)",0.1648153566531751
64,0,12000115,"(0.1, 'log2', 1, 11, False, 2, 1, 1)",0.2784690499841553
65,0,12000204,"(0.1, 'log2', 1, None, False, 2, 1, 0)",0.4585109700012589
66,0,12000293,"(None, 'log2', 1, 6, True, 2, 1, 0)",0.19079906414627645
67,0,12000298,"(0.1, 'log2', 1, 6, True, 2, 1, 1)",0.2537213983952168
68,0,12000305,"(0.1, 'log2', 1, None, True, 2, 1, 3)",0.2128155483245903
69,0,12000314,"(None, 'auto', 1, None, True, 2, 1, 3)",0.24806086857190737
70,0,12000317,"(0.6, 'sqrt', 1, 11, False, 2, 1, 0)",0.20289103999173735
71,0,12000358,"(0.6, 'auto', 1, 11, True, 2, 1, 2)",0.2158571907056836
72,0,12000437,"(0.6, None, 11, 11, True, 2, 1, 2)",0.16780965894150002
73,0,12000455,"(0.6, 'sqrt', 1, 6, True, 2, 1, 3)",0.2038403206382609
74,0,12000496,"(None, None, 1, 11, True, 2, 1, 2)",0.10108968736855073
75,0,12000501,"(0.1, 'log2', 21, None, True, 2, 1, 3)",0.08234872181474448
76,0,12000540,"(0.6, 'sqrt', 1, 11, True, 2, 1, 2)",0.23988465811693352
77,0,12000541,"(None, 'auto', 1, 16, True, 2, 1, 2)",0.12517286109840914
78,0,12000542,"(0.1, 'sqrt', 21, 16, True, 2, 1, 3)",0.10064048891711294
79,0,12000580,"(0.6, None, 1, None, True, 2, 1, 0)",0.1779726622908933
80,0,12000656,"(0.6, 'auto', 1, 6, True, 2, 1, 2)",0.16383717280927154
81,0,12000662,"(0.1, 'sqrt', 1, 26, False, 2, 1, 1)",0.1938252931216743
82,0,12000609,"(0.6, 'log2', 1, 6, True, 2, 1, 1)",0.22550803937358058
83,0,12000673,"(None, 'log2', 1, None, True, 2, 1, 1)",0.3158962172697215
84,0,12000697,"(0.1, 'sqrt', 1, 26, True, 2, 1, 3)",0.18256840550824555
85,0,12000701,"(0.6, None, 1, None, True, 2, 1, 3)",0.27954492551727783
86,0,12000705,"(0.1, 'sqrt', 1, 26, False, 2, 1, 2)",0.1881992398291179
87,0,12000707,"(None, 'log2', 11, 21, True, 2, 1, 3)",0.11635360732597726
88,0,12000708,"(None, 'sqrt', 1, 11, False, 2, 1, 1)",0.10348395226923146
89,0,12000709,"(0.6, 'sqrt', 1, 1, True, 2, 1, 0)",0.1627275148354827
90,0,12000710,"(None, 'log2', 21, None, True, 2, 1, 0)",0.08264380056693452
91,0,12000720,"(0.1, 'auto', 11, 21, True, 2, 1, 2)",0.10397381812425416
92,0,12000752,"(0.6, 'sqrt', 11, 6, False, 2, 1, 1)",0.17918322379196386
93,0,12000754,"(None, None, 21, 6, True, 2, 1, 3)",0.2494034272583362
94,0,12000853,"(0.1, None, 11, None, True, 2, 1, 3)",0.6018155499901472
95,0,12000855,"(None, 'auto', 1, None, True, 2, 1, 0)",0.33332000053331196
96,0,12000908,"(0.1, 'auto', 21, 11, True, 2, 1, 0)",0.04340681555185705
97,0,12699991,"(0.6, 'auto', 11, 6, False, 2, 1, 1)",0.0
98,0,13000009,"(0.6, 'sqrt', 1, 26, True, 2, 1, 1)",0.5031722268291329
99,0,13000019,"(0.1, 'log2', 1, 26, False, 2, 1, 1)",0.14468558733089706
100,0,13000063,"(None, 'sqrt', 1, 6, False, 2, 1, 3)",0.26981073602960004
101,0,13000098,"(None, 'sqrt', 1, 26, False, 2, 1, 1)",0.11083761074606503
102,0,13000099,"(0.1, 'log2', 1, 26, True, 2, 1, 1)",0.10090916752719514
103,0,13000120,"(None, 'log2', 1, 11, True, 2, 1, 1)",0.20914044041228358
104,0,13000121,"(0.1, 'sqrt', 11, 21, False, 2, 1, 0)",0.17797434427566933
105,0,13000122,"(0.1, 'log2', 1, 6, True, 2, 1, 1)",0.20152324932230753
106,0,13000147,"(None, 'sqrt', 21, 11, True, 2, 1, 0)",0.22235815934636038
107,0,13000149,"(0.1, 'sqrt', 1, 11, True, 2, 1, 1)",0.31403855325959956
108,0,13000222,"(0.1, 'auto', 11, 16, True, 2, 1, 2)",0.23104118691207354
109,0,13000232,"(0.1, 'sqrt', 1, None, True, 2, 1, 2)",0.2640080612498973
110,0,13000233,"(0.6, 'log2', 1, None, False, 2, 1, 2)",0.26739859756170536
111,0,13000234,"(0.6, 'auto', 1, 6, True, 2, 1, 2)",0.1957383664682032
112,0,13000236,"(None, None, 11, 16, False, 2, 1, 2)",0.11276418733537327
113,0,13000237,"(0.1, 'log2', 1, None, True, 2, 1, 1)",0.26972409389413665
114,0,13000277,"(0.6, 'sqrt', 11, 1, True, 2, 1, 3)",0.27153783047937785
115,0,13000421,"(0.6, 'sqrt', 1, 21, True, 2, 1, 2)",0.2389906819779595
116,0,13000222,"(None, 'auto', 1, 16, True, 2, 1, 0)",0.20963743856494207
117,0,13000562,"(None, 'log2', 11, 21, True, 2, 1, 3)",0.14755265884241534
118,0,14000003,"(None, 'log2', 1, 26, True, 2, 1, 3)",0.10947485378321388
119,0,14000004,"(0.6, 'auto', 1, 11, True, 2, 1, 3)",0.12021650019855837
120,0,14000006,"(None, 'sqrt', 11, 16, True, 2, 1, 0)",0.04054107033468831
121,0,14000007,"(None, 'auto', 1, 6, False, 2, 1, 0)",0.10391944867385905
122,0,14000012,"(None, 'auto', 1, 26, True, 2, 1, 3)",0.1866383737812637
123,0,14000016,"(0.1, 'sqrt', 1, 11, False, 2, 1, 3)",0.18771069382518385
124,0,14000018,"(0.6, 'sqrt', 1, 11, True, 2, 1, 2)",0.24856701087113708
125,0,14000020,"(0.6, 'log2', 1, 21, False, 2, 1, 1)",0.3088617974066238
126,0,14000025,"(0.6, 'log2', 1, 26, True, 2, 1, 2)",0.20511385787567651
127,0,14000027,"(None, 'log2', 11, 21, True, 2, 1, 3)",0.13497487850645853
128,0,14000031,"(0.6, 'sqrt', 1, 11, False, 2, 1, 0)",0.11151573578602735
129,0,14000032,"(0.6, None, 1, 11, True, 2, 1, 1)",0.06307179323583907
130,0,14000033,"(0.6, 'auto', 1, None, False, 2, 1, 0)",0.062152425335265805
131,0,14000042,"(0.6, 'sqrt', 1, 6, True, 2, 1, 2)",0.0819342176240048
132,0,14000071,"(0.6, None, 1, 26, True, 2, 1, 0)",0.013762101961966896
133,0,14000072,"(None, 'log2', 1, 11, False, 2, 1, 1)",0.14596935306340691
134,0,14000075,"(None, 'log2', 1, 21, True, 2, 1, 3)",0.08874951288738557
135,0,14000078,"(0.6, 'log2', 1, 1, True, 2, 1, 2)",0.14062028893308803
