,CentroSuministrador,Periodo,MesPeriodo,IdPeriodo,precip,tmin,tmax,tmean,dia_lluvia,dia_helada,dia_caluroso,Dolar,IPC,Desempleo,IMACEC,Precio_carne,Precio_leche,Precio_carne_1trim_mean,Precio_carne_0trim_mean,Precio_leche_1trim_mean,Precio_leche_0trim_mean,tmean_1trim_mean,tmean_0trim_mean,precip_1trim_mean,precip_0trim_mean,dia_lluvia_1trim_mean,dia_lluvia_0trim_mean,dia_helada_1trim_mean,dia_helada_0trim_mean,tmin_1trim_mean,tmin_0trim_mean,tmax_1trim_mean,tmax_0trim_mean,dia_caluroso_1trim_mean,dia_caluroso_0trim_mean
925,Máfil,2018,7,2018-07-01,5.1087489141189035,2.771548746139731,10.0118216227935,6.146617781648579,11.0,9.0,0.0,652.407,0.4,7.9,2.9,6127.375,792.0,6240.458333333333,6134.041666666667,794.0,800.0,15.328766504572826,8.914236791241736,2.7796237807384543,6.723327446523821,6.333333333333333,15.333333333333334,0.0,1.6666666666666667,10.940198147867363,5.972934374576053,20.940556655956385,12.655090358180077,0.0,0.0
926,Octay,2018,7,2018-07-01,3.4146078127845705,2.773960196004202,9.002331720291682,5.760182721238178,12.0,2.0,0.0,652.407,0.4,7.9,2.9,6127.375,792.0,6240.458333333333,6134.041666666667,794.0,800.0,14.67340491531351,8.618121611563252,2.4460945859834147,5.082636219292781,7.666666666666667,17.333333333333332,0.0,1.3333333333333333,10.391872986646117,5.687638339304622,19.7153937270356,11.81588457263372,0.0,0.0
927,Osorno,2018,7,2018-07-01,4.216781271564515,2.2139557706575705,9.172545555098269,5.375744962928535,12.0,6.0,0.0,652.407,0.4,7.9,2.9,6127.375,792.0,6240.458333333333,6134.041666666667,794.0,800.0,14.926862619990414,8.394094571790113,2.4196048097895884,5.225546363483072,7.333333333333333,17.666666666666668,0.0,2.6666666666666665,10.109942136040052,5.207119604751927,20.64126191178148,12.180146229277518,0.0,0.0
928,Panguipulli,2018,7,2018-07-01,6.843317336303179,2.404679532666404,9.607067918611424,5.829809846469281,13.0,7.0,0.0,652.407,0.4,7.9,2.9,6127.375,792.0,6240.458333333333,6134.041666666667,794.0,800.0,15.077898817001818,8.459391282502468,3.7575538568755604,9.141339045529513,8.0,17.666666666666668,0.0,3.0,10.308425686213088,5.335830944252521,20.998464977354207,12.280645334360017,0.0,0.0
929,Puerto Montt,2018,7,2018-07-01,4.134462082014643,3.777452173700128,9.084776254597541,6.5774555619345385,14.0,1.0,0.0,652.407,0.4,7.9,2.9,6127.375,792.0,6240.458333333333,6134.041666666667,794.0,800.0,14.564731060806396,9.416511610682063,3.6740223241443246,6.629403608379984,11.0,18.0,0.0,0.0,11.13405148811843,6.825184601226126,18.54512702741774,11.876222393059377,0.0,0.0
930,Puerto Varas,2018,7,2018-07-01,4.134462082014643,3.777452173700128,9.084776254597541,6.5774555619345385,14.0,1.0,0.0,652.407,0.4,7.9,2.9,6127.375,792.0,6240.458333333333,6134.041666666667,794.0,800.0,14.564731060806396,9.416511610682063,3.6740223241443246,6.629403608379984,11.0,18.0,0.0,0.0,11.13405148811843,6.825184601226126,18.54512702741774,11.876222393059377,0.0,0.0
931,Purranque,2018,7,2018-07-01,3.5183732030292223,2.013403523595016,9.20063459019337,5.300168074920985,12.0,9.0,0.0,652.407,0.4,7.9,2.9,6127.375,792.0,6240.458333333333,6134.041666666667,794.0,800.0,14.969696729880956,8.29013244709271,2.296419142184407,4.834524574048045,7.666666666666667,16.333333333333332,0.0,2.6666666666666665,10.098024510708727,4.982105350444581,20.741322079601627,12.129864712256142,0.0,0.0
932,Río Bueno,2018,7,2018-07-01,4.009656504340562,2.257544553813994,9.433637782076394,5.461063025914389,13.0,6.0,0.0,652.407,0.4,7.9,2.9,6127.375,792.0,6240.458333333333,6134.041666666667,794.0,800.0,15.29773419455912,8.569718400771432,2.7542270640668236,5.282192786469136,6.666666666666667,16.666666666666668,0.0,2.0,10.4416491569458,5.384528022635334,21.25975630872505,12.414979139477184,0.0,0.0
933,Temuco,2018,7,2018-07-01,2.86705542303774,2.297004642505473,10.883618074631917,6.2942917065280595,12.0,11.0,0.0,652.407,0.4,7.9,2.9,6127.375,792.0,6240.458333333333,6134.041666666667,794.0,800.0,15.718285890527897,8.602052786859925,1.6980923078099603,4.7383294783638705,5.333333333333333,13.0,0.0,3.3333333333333335,10.416414621612503,5.131595349610776,22.962097590114144,13.475569326181121,0.6666666666666666,0.0
934,Valdivia,2018,7,2018-07-01,5.424605483851176,4.461792415544103,10.043162696302913,7.029205561804607,13.0,0.0,0.0,652.407,0.4,7.9,2.9,6127.375,792.0,6240.458333333333,6134.041666666667,794.0,800.0,15.22771175875505,9.672066171983234,2.8617333176051765,6.694734042869683,6.0,17.0,0.0,0.6666666666666666,11.853837955134859,7.37001759679406,19.262917082365846,12.429507690581147,0.0,0.0
935,Ancud,2018,8,2018-08-01,7.601177347264834,9.493510608556837,17.546051135368366,12.44350854593152,20.0,0.0,0.0,656.250909090909,0.2,7.7,3.1,6058.666666666667,799.0,6195.4722222222235,6136.791666666665,801.0,794.3333333333334,12.44350854593152,12.44350854593152,3.753400783090219,5.887235285100446,14.333333333333334,18.333333333333332,0.0,0.0,13.29600371946239,9.843122311705748,17.546051135368362,17.546051135368366,0.0,0.0
936,Chimbarongo-Santiago,2018,8,2018-08-01,1.3974469076792675,10.756350391828626,17.546051135368366,12.44350854593152,6.0,5.0,0.0,656.250909090909,0.2,7.7,3.1,6058.666666666667,799.0,6195.4722222222235,6136.791666666665,801.0,794.3333333333334,12.44350854593152,12.44350854593152,0.11196539089491342,2.2006406359047825,0.6666666666666666,5.333333333333333,0.0,3.6666666666666665,19.11599345173386,10.46863883189089,17.546051135368362,17.546051135368366,3.3333333333333335,0.0
937,Frutillar,2018,8,2018-08-01,7.605890001237662,7.398111925707414,17.546051135368366,12.44350854593152,21.0,2.0,0.0,656.250909090909,0.2,7.7,3.1,6058.666666666667,799.0,6195.4722222222235,6136.791666666665,801.0,794.3333333333334,12.44350854593152,12.44350854593152,3.5603528801536135,4.639645940265673,10.333333333333334,16.666666666666668,0.0,2.0,13.034839945654104,7.165796609010148,17.546051135368362,17.546051135368366,0.0,0.0
938,Futrono,2018,8,2018-08-01,10.663336644777372,8.250732648722252,17.546051135368366,12.44350854593152,19.0,0.0,0.0,656.250909090909,0.2,7.7,3.1,6058.666666666667,799.0,6195.4722222222235,6136.791666666665,801.0,794.3333333333334,12.44350854593152,12.44350854593152,4.440936171986274,6.440495061320209,9.0,17.0,0.0,0.6666666666666666,13.685342647986502,8.306672476551885,17.546051135368362,17.546051135368366,0.0,0.0
939,Los Lagos,2018,8,2018-08-01,9.563569962969073,7.497344877858015,17.546051135368366,12.44350854593152,19.0,5.0,0.0,656.250909090909,0.2,7.7,3.1,6058.666666666667,799.0,6195.4722222222235,6136.791666666665,801.0,794.3333333333334,12.44350854593152,12.44350854593152,4.265423473312759,5.755618351550983,8.666666666666666,15.0,0.0,5.0,13.756621303695555,7.353976850668342,17.546051135368362,17.546051135368366,0.3333333333333333,0.0
940,Los Muermos,2018,8,2018-08-01,6.485133883658084,3.6522394663429845,10.778373534739963,7.2440246592669775,21.0,6.0,0.0,656.250909090909,0.2,7.7,3.1,6058.666666666667,799.0,6195.4722222222235,6136.791666666665,801.0,794.3333333333334,12.728708702443702,6.74671394580652,3.2546303520387583,4.631993556912061,11.0,17.333333333333332,0.0,6.0,8.41538714457038,3.613454908387952,17.790311468548257,10.244866110402421,0.0,0.0
941,Los Ángeles,2018,8,2018-08-01,2.792044472264183,8.668016770065144,17.546051135368366,12.44350854593152,12.0,1.0,0.0,656.250909090909,0.2,7.7,3.1,6058.666666666667,799.0,6195.4722222222235,6136.791666666665,801.0,794.3333333333334,12.44350854593152,12.44350854593152,1.8166547122597396,4.438948991386088,4.666666666666667,11.0,0.0,3.0,16.145663649115004,8.501037698721156,17.546051135368362,17.546051135368366,3.0,0.0
942,Máfil,2018,8,2018-08-01,9.09689396563274,4.047242261568571,11.220722232459,7.486938437221446,18.0,3.0,0.0,656.250909090909,0.2,7.7,3.1,6058.666666666667,799.0,6195.4722222222235,6136.791666666665,801.0,794.3333333333334,13.502543806081443,7.467921388582361,4.362485829673527,6.373085420009339,9.0,14.666666666666666,0.0,4.666666666666667,9.642067187563116,4.50298882933161,18.65648489467701,11.040492198751187,0.0,0.0
943,Octay,2018,8,2018-08-01,7.605890001237662,4.047351872926048,10.467249947541552,7.398111925707415,21.0,2.0,0.0,656.250909090909,0.2,7.7,3.1,6058.666666666667,799.0,6195.4722222222235,6136.791666666665,801.0,794.3333333333334,13.0348399456541,7.16579660901015,3.5603528801536157,4.639645940265673,10.333333333333334,16.666666666666668,0.0,2.0,9.128081640767247,4.363639504603942,17.738500222834414,10.155855555679087,0.0,0.0
944,Osorno,2018,8,2018-08-01,8.707403990134353,3.493997203266311,10.858459447778287,7.18133014404051,20.0,8.0,0.0,656.250909090909,0.2,7.7,3.1,6058.666666666667,799.0,6195.4722222222235,6136.791666666665,801.0,794.3333333333334,13.092404658454667,6.882627502386559,3.658748595355943,4.957117459984151,9.666666666666666,17.0,0.0,4.666666666666667,8.768667333497133,3.830873095622185,18.420232046825387,10.440443462394954,0.0,0.0
945,Panguipulli,2018,8,2018-08-01,10.800010860226084,3.281716540953787,10.85799487086196,7.024614927737277,19.0,5.0,0.0,656.250909090909,0.2,7.7,3.1,6058.666666666667,799.0,6195.4722222222235,6136.791666666665,801.0,794.3333333333334,13.275516895051569,6.991752175555061,5.6973537677595205,8.64005380076591,10.666666666666666,17.666666666666668,0.0,5.333333333333333,9.046802615372293,3.8883484198668916,18.758454961457403,10.48132583395782,0.0,0.0
946,Puerto Montt,2018,8,2018-08-01,8.919864931702913,4.721754018358835,10.470359039212381,7.909073579416471,20.0,0.0,0.0,656.250909090909,0.2,7.7,3.1,6058.666666666667,799.0,6195.4722222222235,6136.791666666665,801.0,794.3333333333334,13.262624214546983,7.968904910321871,4.997227531183121,5.845968870168794,12.666666666666666,18.0,0.0,0.3333333333333333,10.034560259672766,5.432685975526563,17.008833902847893,10.242850164244972,0.0,0.0
947,Puerto Varas,2018,8,2018-08-01,8.919864931702913,4.721754018358835,10.470359039212381,7.909073579416471,20.0,0.0,0.0,656.250909090909,0.2,7.7,3.1,6058.666666666667,799.0,6195.4722222222235,6136.791666666665,801.0,794.3333333333334,13.262624214546983,7.968904910321871,4.997227531183121,5.845968870168794,12.666666666666666,18.0,0.0,0.3333333333333333,10.034560259672766,5.432685975526563,17.008833902847893,10.242850164244972,0.0,0.0
948,Purranque,2018,8,2018-08-01,7.975238818679895,3.410217589035221,10.82175787138813,7.14708250877227,20.0,8.0,0.0,656.250909090909,0.2,7.7,3.1,6058.666666666667,799.0,6195.4722222222235,6136.791666666665,801.0,794.3333333333334,13.091934255238092,6.786415304517614,3.395481423200607,4.494134330524202,10.0,16.0,0.0,5.666666666666667,8.667433096510202,3.6245735597159574,18.489206856977244,10.41338523215011,0.0,0.0
949,Río Bueno,2018,8,2018-08-01,8.919864931702914,3.6456993220135723,11.122160452825048,7.310644542902504,19.0,6.0,0.0,656.250909090909,0.2,7.7,3.1,6058.666666666667,799.0,6195.4722222222235,6136.791666666665,801.0,794.3333333333334,13.393952842203667,7.0115480766888005,4.057476396880877,4.946253141133952,9.0,17.0,0.0,4.0,9.06274436941326,3.930210621159071,18.862313485186522,10.659425961187685,0.0,0.0
950,Temuco,2018,8,2018-08-01,3.8155749132659937,3.385518496483888,12.07936758389666,7.373071145714552,14.0,7.0,0.0,656.250909090909,0.2,7.7,3.1,6058.666666666667,799.0,6195.4722222222235,6136.791666666665,801.0,794.3333333333334,13.578556048178791,7.29501215454619,2.7752325309174055,4.447313106326875,7.333333333333333,14.333333333333334,0.0,7.0,8.786181546554467,3.854716001681234,20.352649260087897,11.731145743094908,0.3333333333333333,0.0
951,Valdivia,2018,8,2018-08-01,10.663336644777372,5.554836872298205,11.024527827023757,8.250732648722252,19.0,0.0,0.0,656.250909090909,0.2,7.7,3.1,6058.666666666667,799.0,6195.4722222222235,6136.791666666665,801.0,794.3333333333334,13.685342647986502,8.306672476551885,4.440936171986274,6.440495061320209,9.0,17.0,0.0,0.6666666666666666,10.692181254248476,6.0063991279815765,17.38072778109592,11.010746966803078,0.0,0.0
952,Ancud,2018,9,2018-09-01,7.578929995394669,9.912077849749695,17.546051135368366,12.44350854593152,20.0,0.0,0.0,680.914705882353,0.3,7.5,1.8,5909.75,783.0,6177.3194444444425,6098.541666666667,801.3333333333334,796.0,12.44350854593152,12.44350854593152,5.506364955113814,6.269946289114855,19.0,18.0,0.0,0.0,12.330639962333022,9.252722620286171,17.546051135368362,17.546051135368366,0.0,0.0
953,Chimbarongo-Santiago,2018,9,2018-09-01,2.3768763328034237,13.627601000466337,17.546051135368366,12.44350854593152,9.0,0.0,0.0,680.914705882353,0.3,7.5,1.8,5909.75,783.0,6177.3194444444425,6098.541666666667,801.3333333333334,796.0,12.44350854593152,12.44350854593152,0.4549888571583131,2.308676415672498,2.0,6.0,0.0,5.333333333333333,16.49092432827091,9.570406271175129,17.546051135368362,17.546051135368366,1.0,0.0
954,Frutillar,2018,9,2018-09-01,7.186181521767273,8.51689108973394,17.546051135368366,12.44350854593152,17.0,0.0,0.0,680.914705882353,0.3,7.5,1.8,5909.75,783.0,6177.3194444444425,6098.541666666667,801.3333333333334,796.0,12.44350854593152,12.44350854593152,5.102529016456657,5.414452171564473,15.0,17.666666666666668,0.0,2.6666666666666665,10.747650663647827,6.541945493935977,17.546051135368362,17.546051135368366,0.0,0.0
955,Futrono,2018,9,2018-09-01,8.926530074467852,9.45047665019632,17.546051135368366,12.44350854593152,17.0,0.0,0.0,680.914705882353,0.3,7.5,1.8,5909.75,783.0,6177.3194444444425,6098.541666666667,801.3333333333334,796.0,12.44350854593152,12.44350854593152,6.290136104316301,7.935097559954024,14.333333333333334,17.333333333333332,0.0,0.6666666666666666,11.715927520329886,7.589581820755349,17.546051135368362,17.546051135368366,0.0,0.0
956,Los Lagos,2018,9,2018-09-01,7.6680687577550595,9.099303077876355,17.546051135368366,12.44350854593152,16.0,0.0,0.0,680.914705882353,0.3,7.5,1.8,5909.75,783.0,6177.3194444444425,6098.541666666667,801.3333333333334,796.0,12.44350854593152,12.44350854593152,5.968102332761194,7.045425825745362,13.333333333333334,16.0,0.0,6.666666666666667,11.28941528798885,6.594334278173792,17.546051135368362,17.546051135368366,0.0,0.0
957,Los Muermos,2018,9,2018-09-01,6.212764959763324,4.482694083510874,11.817889400711113,8.370635645695838,18.0,1.0,0.0,680.914705882353,0.3,7.5,1.8,5909.75,783.0,6177.3194444444425,6098.541666666667,801.3333333333334,796.0,10.483746265772243,6.203192404698359,4.68397131069572,5.093234293333065,15.333333333333334,18.333333333333332,0.0,8.0,6.871134494216185,2.871349481153944,14.448104715971665,9.765184488176157,0.0,0.0
958,Los Ángeles,2018,9,2018-09-01,5.759706599011958,10.942286223156625,17.546051135368366,12.44350854593152,12.0,0.0,0.0,680.914705882353,0.3,7.5,1.8,5909.75,783.0,6177.3194444444425,6098.541666666667,801.3333333333334,796.0,12.44350854593152,12.44350854593152,3.34701304875867,3.6890352400462962,7.666666666666667,10.666666666666666,0.0,3.3333333333333335,12.838341998276329,7.928783805437903,17.546051135368362,17.546051135368366,0.3333333333333333,0.0
959,Máfil,2018,9,2018-09-01,8.204886688450047,5.3533626719288785,12.753384112670002,9.035517246013473,16.0,0.0,0.0,680.914705882353,0.3,7.5,1.8,5909.75,783.0,6177.3194444444425,6098.541666666667,801.3333333333334,796.0,11.21334200945166,6.7087132957711235,6.31058201399603,7.309632352401006,13.666666666666666,15.333333333333334,0.0,5.666666666666667,8.042694378266562,3.484942899170773,15.375519760329245,10.352465697893313,0.0,0.0
960,Octay,2018,9,2018-09-01,7.186181521767273,4.8579790134304295,11.783915724675824,8.51689108973394,17.0,0.0,0.0,680.914705882353,0.3,7.5,1.8,5909.75,783.0,6177.3194444444425,6098.541666666667,801.3333333333334,796.0,10.747650663647827,6.541945493935977,5.10252901645666,5.414452171564473,15.0,17.666666666666668,0.0,2.6666666666666665,7.51519053234765,3.4990981910688603,14.354853804932509,9.584271089619614,0.0,0.0
961,Osorno,2018,9,2018-09-01,7.253473870357046,4.518674620554463,12.1981360769453,8.452322943586765,17.0,1.0,0.0,680.914705882353,0.3,7.5,1.8,5909.75,783.0,6177.3194444444425,6098.541666666667,801.3333333333334,796.0,10.659256273786497,6.219596454392132,5.180761650267503,6.136687499144537,15.333333333333334,17.0,0.0,7.333333333333333,7.089374360663496,2.9359816151058786,14.840948971049878,9.857232661198577,0.0,0.0
962,Panguipulli,2018,9,2018-09-01,10.11746679333612,4.548350068735226,12.480228371764467,8.559685080851356,16.0,2.0,0.0,680.914705882353,0.3,7.5,1.8,5909.75,783.0,6177.3194444444425,6098.541666666667,801.3333333333334,796.0,10.868815758879308,6.1943369628789355,8.058675994756863,9.665788313779629,15.333333333333334,17.333333333333332,0.3333333333333333,6.666666666666667,7.468667006586787,2.7718105954936987,15.303901853545353,9.773322525697706,0.0,0.0
963,Puerto Montt,2018,9,2018-09-01,7.709933558903982,5.541344932096838,11.939456076263498,9.066293458851247,18.0,0.0,0.0,680.914705882353,0.3,7.5,1.8,5909.75,783.0,6177.3194444444425,6098.541666666667,801.3333333333334,796.0,11.355272273464507,7.268538210372391,6.670506248516307,6.698101294551901,16.333333333333332,18.666666666666668,0.0,0.3333333333333333,8.557964784755148,4.446731815026855,14.226788214517226,9.651550959812981,0.0,0.0
964,Puerto Varas,2018,9,2018-09-01,7.709933558903982,5.541344932096838,11.939456076263498,9.066293458851247,18.0,0.0,0.0,680.914705882353,0.3,7.5,1.8,5909.75,783.0,6177.3194444444425,6098.541666666667,801.3333333333334,796.0,11.355272273464507,7.268538210372391,6.670506248516307,6.698101294551901,16.333333333333332,18.666666666666668,0.0,0.3333333333333333,8.557964784755148,4.446731815026855,14.226788214517226,9.651550959812981,0.0,0.0
965,Purranque,2018,9,2018-09-01,7.199090085185243,4.4225503316636035,12.137685090347711,8.411614605461839,17.0,3.0,0.0,680.914705882353,0.3,7.5,1.8,5909.75,783.0,6177.3194444444425,6098.541666666667,801.3333333333334,796.0,10.576136162910666,6.159455602702327,4.853450028495586,5.508570557731287,14.333333333333334,17.0,0.0,8.333333333333334,6.905353536148333,2.7759258930149477,14.812400918078469,9.832771296793737,0.0,0.0
966,Río Bueno,2018,9,2018-09-01,6.421339774363532,4.790473032072674,12.759588001337308,8.766953262579632,17.0,0.0,0.0,680.914705882353,0.3,7.5,1.8,5909.75,783.0,6177.3194444444425,6098.541666666667,801.3333333333334,796.0,10.91247936158458,6.311251114240446,5.446634039683901,6.266470525553978,14.666666666666666,16.666666666666668,0.0,6.0,7.385048155680003,2.9982217856568822,15.203266551982267,10.057274716479341,0.0,0.0
967,Temuco,2018,9,2018-09-01,4.3362958680372055,5.284308734622755,13.609520748759454,9.182326375708044,14.0,1.0,0.0,680.914705882353,0.3,7.5,1.8,5909.75,783.0,6177.3194444444425,6098.541666666667,801.3333333333334,796.0,11.012699743235622,6.642656964728684,4.333197439026907,3.9461404819094903,11.666666666666666,13.333333333333334,0.0,9.333333333333334,7.061388551259836,2.892657117111366,16.614445142241248,11.144766289084572,0.0,0.0
968,Valdivia,2018,9,2018-09-01,8.926530074467852,6.6619140186172165,12.13901449506213,9.45047665019632,17.0,0.0,0.0,680.914705882353,0.3,7.5,1.8,5909.75,783.0,6177.3194444444425,6098.541666666667,801.3333333333334,796.0,11.715927520329886,7.589581820755349,6.290136104316301,7.935097559954024,14.333333333333334,17.333333333333332,0.0,0.6666666666666666,9.245650608810088,5.090571878187288,14.696022018091783,10.380590072599999,0.0,0.0
969,Ancud,2018,10,2018-10-01,5.202581479836231,10.228892557995637,17.546051135368366,12.44350854593152,16.0,0.0,0.0,676.840909090909,0.4,7.4,4.7,6015.166666666667,764.0,6134.041666666668,6031.930555555555,800.0,791.3333333333334,12.443508545931516,12.443508545931522,6.332038284464251,6.392344143678854,19.333333333333332,18.0,0.0,0.0,11.004550824248406,9.389423876156576,17.546051135368362,17.546051135368366,0.0,0.0
970,Chimbarongo-Santiago,2018,10,2018-10-01,1.0753406337553502,14.993702807473936,17.546051135368366,12.44350854593152,7.0,0.0,0.0,676.840909090909,0.4,7.4,4.7,6015.166666666667,764.0,6134.041666666668,6031.930555555555,800.0,791.3333333333334,12.443508545931516,12.443508545931522,1.1437013450286642,2.3667487185785463,3.0,7.666666666666667,2.0,3.3333333333333335,13.022520461299422,11.136909490803712,17.546051135368362,17.546051135368366,0.0,0.0
971,Frutillar,2018,10,2018-10-01,4.540337592864686,9.78126359290472,17.546051135368366,12.44350854593152,19.0,0.0,0.0,676.840909090909,0.4,7.4,4.7,6015.166666666667,764.0,6134.041666666668,6031.930555555555,800.0,791.3333333333334,12.443508545931516,12.443508545931522,5.082636219292781,6.068893111929836,17.333333333333332,16.666666666666668,1.3333333333333333,1.3333333333333333,8.618121611563252,7.2250619122265105,17.546051135368362,17.546051135368366,0.0,0.0
972,Futrono,2018,10,2018-10-01,4.532993102903967,10.561358318159366,17.546051135368366,12.44350854593152,16.0,0.0,0.0,676.840909090909,0.4,7.4,4.7,6015.166666666667,764.0,6134.041666666668,6031.930555555555,800.0,791.3333333333334,12.443508545931516,12.443508545931522,6.694734042869681,8.338157401032134,17.0,16.333333333333332,0.6666666666666666,0.0,9.672066171983232,8.243471620241062,17.546051135368362,17.546051135368366,0.0,0.0
973,Los Lagos,2018,10,2018-10-01,4.372074095324307,10.487653806800909,17.546051135368366,12.44350854593152,15.0,0.0,0.0,676.840909090909,0.4,7.4,4.7,6015.166666666667,764.0,6134.041666666668,6031.930555555555,800.0,791.3333333333334,12.443508545931516,12.443508545931522,6.146132785520696,7.255479044203843,15.333333333333334,15.333333333333334,1.6666666666666667,5.0,8.89256219193002,7.503740157907885,17.546051135368362,17.546051135368366,0.0,0.0
974,Los Muermos,2018,10,2018-10-01,4.4188671241559865,5.349205965672578,13.12941862486277,9.53310595623204,18.0,0.0,0.0,676.840909090909,0.4,7.4,4.7,6015.166666666667,764.0,6134.041666666668,6031.930555555555,800.0,791.3333333333334,8.31120832403559,6.9720875882963655,5.006880830307895,5.385473780331931,17.666666666666668,17.333333333333332,2.6666666666666665,5.666666666666667,5.064745006557916,3.369187216155891,11.903527206436749,10.580084959512634,0.0,0.0
975,Los Ángeles,2018,10,2018-10-01,3.0924652876762426,11.940607550623207,17.546051135368366,12.44350854593152,9.0,0.0,0.0,676.840909090909,0.4,7.4,4.7,6015.166666666667,764.0,6134.041666666668,6031.930555555555,800.0,791.3333333333334,12.443508545931516,12.443508545931522,3.915442415046909,4.273843858147564,9.0,11.666666666666666,1.3333333333333333,2.0,9.971791145335429,9.078892600380732,17.546051135368362,17.546051135368366,0.0,0.0
976,Máfil,2018,10,2018-10-01,4.960670076055974,6.315978138613928,14.325311080871007,10.398974797627409,16.0,0.0,0.0,676.840909090909,0.4,7.4,4.7,6015.166666666667,764.0,6134.041666666668,6031.930555555555,800.0,791.3333333333334,8.914236791241736,7.556357821627832,6.723327446523821,7.4701765227338965,15.333333333333334,15.0,1.6666666666666667,4.0,5.972934374576055,4.05738455987906,12.655090358180075,11.32864265597417,0.0,0.0
977,Octay,2018,10,2018-10-01,4.540337592864686,5.862187118661869,13.102008586799224,9.78126359290472,19.0,0.0,0.0,676.840909090909,0.4,7.4,4.7,6015.166666666667,764.0,6134.041666666668,6031.930555555555,800.0,791.3333333333334,8.618121611563252,7.2250619122265105,5.082636219292781,6.068893111929836,17.333333333333332,16.666666666666668,1.3333333333333333,1.3333333333333333,5.687638339304622,3.8930970274535603,11.815884572633719,10.417832464169686,0.0,0.0
978,Osorno,2018,10,2018-10-01,4.510597121177738,5.608765660176555,13.54289208039754,9.79936423726333,18.0,0.0,0.0,676.840909090909,0.4,7.4,4.7,6015.166666666667,764.0,6134.041666666668,6031.930555555555,800.0,791.3333333333334,8.394094571790111,7.003132683518603,5.225546363483072,6.725886377351969,17.666666666666668,16.333333333333332,2.6666666666666665,5.0,5.207119604751927,3.408875864826115,12.18014622927752,10.743047026607286,0.0,0.0
979,Panguipulli,2018,10,2018-10-01,8.0349082682127,5.633647438323685,14.36837378734632,10.03211088960308,19.0,0.0,0.0,676.840909090909,0.4,7.4,4.7,6015.166666666667,764.0,6134.041666666668,6031.930555555555,800.0,791.3333333333334,8.459391282502466,7.138036618352639,9.141339045529513,9.253598329955128,17.666666666666668,16.0,3.0,4.666666666666667,5.335830944252521,3.4115820474518057,12.280645334360011,10.981763720412618,0.0,0.0
980,Puerto Montt,2018,10,2018-10-01,6.057297405294692,6.6932969681666625,13.143034302179878,10.331552681874545,20.0,0.0,0.0,676.840909090909,0.4,7.4,4.7,6015.166666666667,764.0,6134.041666666668,6031.930555555555,800.0,791.3333333333334,9.416511610682065,7.850940866734086,6.629403608379984,6.921420190873846,18.0,17.333333333333332,0.0,0.3333333333333333,6.825184601226126,4.680183708051934,11.876222393059377,10.498197123357807,0.0,0.0
981,Puerto Varas,2018,10,2018-10-01,6.057297405294692,6.6932969681666625,13.143034302179878,10.331552681874545,20.0,0.0,0.0,676.840909090909,0.4,7.4,4.7,6015.166666666667,764.0,6134.041666666668,6031.930555555555,800.0,791.3333333333334,9.416511610682065,7.850940866734086,6.629403608379984,6.921420190873846,18.0,17.333333333333332,0.0,0.3333333333333333,6.825184601226126,4.680183708051934,11.876222393059377,10.498197123357807,0.0,0.0
982,Purranque,2018,10,2018-10-01,4.305081906541428,5.526703290545937,13.585418736584773,9.768337571471843,18.0,0.0,0.0,676.840909090909,0.4,7.4,4.7,6015.166666666667,764.0,6134.041666666668,6031.930555555555,800.0,791.3333333333334,8.29013244709271,6.952955063051697,4.834524574048046,6.230900702298119,16.333333333333332,16.333333333333332,2.6666666666666665,6.666666666666667,4.982105350444582,3.282057148097947,12.129864712256138,10.72002585064307,0.0,0.0
983,Río Bueno,2018,10,2018-10-01,4.512460432056224,5.849508738313764,14.22367594625209,10.20087764917753,21.0,0.0,0.0,676.840909090909,0.4,7.4,4.7,6015.166666666667,764.0,6134.041666666668,6031.930555555555,800.0,791.3333333333334,8.569718400771434,7.179553610465509,5.282192786469136,6.45028707013567,16.666666666666668,16.333333333333332,2.0,4.0,5.384528022635334,3.5645723026334135,12.414979139477182,11.105128745412918,0.0,0.0
984,Temuco,2018,10,2018-10-01,3.728325562636867,5.726853629297742,15.381115728262458,10.472879490733707,16.0,0.0,0.0,676.840909090909,0.4,7.4,4.7,6015.166666666667,764.0,6134.041666666668,6031.930555555555,800.0,791.3333333333334,8.602052786859923,7.616563075983553,4.7383294783638705,3.67297540144698,13.0,13.333333333333334,3.3333333333333335,6.333333333333333,5.131595349610777,3.655610624537372,13.475569326181121,12.19083546909601,0.0,0.0
985,Valdivia,2018,10,2018-10-01,4.532993102903967,7.530837350643399,13.431679513965026,10.561358318159366,16.0,0.0,0.0,676.840909090909,0.4,7.4,4.7,6015.166666666667,764.0,6134.041666666668,6031.930555555555,800.0,791.3333333333334,9.672066171983232,8.243471620241062,6.694734042869681,8.338157401032134,17.0,16.333333333333332,0.6666666666666666,0.0,7.370017596794063,5.559514435486508,12.429507690581147,11.068901672796267,0.0,0.0
986,Ancud,2018,11,2018-11-01,5.960100246315345,11.769817650952955,17.546051135368366,12.44350854593152,15.0,0.0,0.0,677.612,0.0,7.3,2.4,5998.0,765.0,6136.791666666668,5994.527777777777,794.3333333333334,782.0,12.443508545931524,12.44350854593152,5.887235285100445,6.794229607498578,18.333333333333332,18.666666666666668,0.0,0.0,9.84312231170575,9.878160338767389,17.546051135368362,17.546051135368366,0.0,0.0
