IdMaterial;IdCeSum;2021/12;2022/1;2022/10;2022/11;2022/2;2022/3;2022/4;2022/5;2022/6;2022/7;2022/8;2022/9;Porcentaje;Provision;LeadTime;Sucursal;ABC_Sucursal;ABC;Margen_Total;Margen_Suc;UMBase;MAPE_x;AcumProy;AcumEsp;AcumPost;MeanSupply;Trim Proy 2022/12 - 2023/2;Trim Proy 2023/3 - 2023/5;DdaProy 2022/12;DdaProy 2023/1;DdaProy 2023/2;DdaProy 2023/3;DdaProy 2023/4;DdaProy 2023/5;PeriodROP;MeanSupply2;StdSupply2;DdaAnual;Trim 2021/12 - 2022/2;Trim 2022/3 - 2022/5;Trim 2022/6 - 2022/8;Trim 2022/9 - 2022/11;MAPE_y;ServiceLevel
10000979;D110;0;0;0;0;0;0;0;0;0;0;0;0;0,0;Directo;;;B;B;;;UN  ;0,2652704186041438;0,0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0;0;0;0;0,2652704186041438;0,95
10000979;D130;0;0;0;0;0;0;0;0;0;0;0;0;0,0;Directo;;;B;B;;;UN  ;0,2652704186041438;0,0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0;0;0;0;0,2652704186041438;0,95
10000979;D140;0;1;5;6;1;9;0;3;8;0;5;4;0,22580645161290322;Directo;;Mafil;C;C;0,0005289755630804;0,0136893385121765;UN  ;0,2652704186041438;6,283217766114711;14;28;1,0473655913978492;2,9534804391710674;3,329737326943643;1,0003225806451612;0,9687096774193548;0,9845161290322582;1,1222580645161289;1,052258064516129;1,1561290322580644;;0,0;0,0;34,284193548387094;2;12;13;15;0,2652704186041438;0,9
10000979;D150;0;0;0;0;0;0;0;0;0;0;0;0;0,0;Directo;;;B;B;;;UN  ;0,2652704186041438;0,0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0;0;0;0;0,2652704186041438;0,95
10000979;D160;0;0;0;0;0;0;0;0;0;0;0;0;0,0;Directo;;;B;B;;;UN  ;0,2652704186041438;0,0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0;0;0;0;0,2652704186041438;0,95
10000979;D170;0;0;0;0;0;0;0;0;0;0;0;0;0,0;Directo;;;B;B;;;UN  ;0,2652704186041438;0,0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0;0;0;0;0,2652704186041438;0,95
10000979;D180;0;0;0;0;0;0;0;0;0;0;0;0;0,0;Directo;;;B;B;;;UN  ;0,2652704186041438;0,0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0;0;0;0;0,2652704186041438;0,95
10000979;D190;0;0;0;0;0;0;0;0;0;0;0;0;0,0;Directo;;;B;B;;;UN  ;0,2652704186041438;0,0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0;0;0;0;0,2652704186041438;0,95
10000979;D230;0;0;0;0;0;0;0;0;0;0;0;0;0,0;Directo;;;B;B;;;UN  ;0,2652704186041438;0,0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0;0;0;0;0,2652704186041438;0,95
10000979;D240;0;0;0;0;0;0;0;4;0;0;0;0;0,021505376344086023;Directo;;Puerto Varas;C;C;0,0005289755630804;0,0002383130456187;UN  ;0,2652704186041438;0,5984016920109249;4;0;0,09974910394265235;0,28128385134962547;0,3171178406612994;0,09526881720430108;0,09225806451612904;0,09376344086021507;0,10688172043010753;0,10021505376344086;0,11010752688172044;;0,0;0,0;0,5984946236559141;0;4;0;0;0,2652704186041438;0,9
10000979;D260;0;0;25;29;11;8;9;45;13;0;0;0;0,7526881720430108;Directo;;Puerto Montt;C;C;0,0005289755630804;0,0229114803146338;UN  ;0,2652704186041438;20,94405922038237;73;67;3,491218637992832;9,844934797236892;11,099124423145478;3,3344086021505372;3,229032258064516;3,281720430107527;3,7408602150537633;3,5075268817204304;3,8537634408602153;;0,0;0,0;87,947311827957;11;62;13;54;0,2652704186041438;0,9
10000979;D270;0;0;0;0;0;0;0;0;0;0;0;0;0,0;Directo;;;B;B;;;UN  ;0,2652704186041438;0,0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0;0;0;0;0,2652704186041438;0,95
