,IdMaterial,IdCeSum,2021/12,2022/1,2022/10,2022/11,2022/2,2022/3,2022/4,2022/5,2022/6,2022/7,2022/8,2022/9,Porcentaje,Provision,LeadTime,Sucursal,ABC_Sucursal,ABC,Margen_Total,Margen_Suc,UMBase,MAPE_x,AcumProy,AcumEsp,AcumPost,MeanSupply,Trim Proy 2022/12 - 2023/2,Trim Proy 2023/3 - 2023/5,DdaProy 2022/12,DdaProy 2023/1,DdaProy 2023/2,DdaProy 2023/3,DdaProy 2023/4,DdaProy 2023/5,PeriodROP,MeanSupply2,StdSupply2,DdaAnual,Trim 2021/12 - 2022/2,Trim 2022/3 - 2022/5,Trim 2022/6 - 2022/8,Trim 2022/9 - 2022/11,MAPE_y,ServiceLevel
0,21001233,D100,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Directo,,,B,B,,,KG  ,0.5527849625169492,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0,0.5527849625169492,0.95
1,21001233,D110,0,0,0,0,0,0,0,0,0,0,120,150,0.01030141167493323,Directo,,Los Angeles,B,A,0.1029607949714086,0.0398561211423709,KG  ,0.5527849625169492,52.46912944655061,0,270,8.744868370850819,22.926234990256894,29.542894456293713,11.002216711178939,0.9898626478443342,10.93422739412438,11.084009919877909,9.821468904998092,8.637424647081266,,0.0,0.0,322.4692102251049,0,0,120,150,0.5527849625169492,0.95
2,21001233,D120,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Directo,,Temuco,C,A,0.1029607949714086,0.0097198744714149,KG  ,0.5527849625169492,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0,0.5527849625169492,0.9
3,21001233,D130,0,0,410,0,0,0,0,0,0,0,0,0,0.01564288439526898,Directo,,,B,B,,,KG  ,0.5527849625169492,79.67534471513241,0,410,13.279244563143836,34.813912392612316,44.86143232252008,16.707069820679127,1.5031247615413963,16.603826783670353,16.831274322777563,14.914082411293398,13.116089278901182,,0.0,0.0,489.675467378863,0,0,0,410,0.5527849625169492,0.95
4,21001233,D140,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Directo,,,B,B,,,KG  ,0.5527849625169492,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0,0.5527849625169492,0.95
5,21001233,D150,0,0,980,0,0,0,0,0,0,0,0,0,0.037390309042350245,Directo,,,B,B,,,KG  ,0.5527849625169492,190.4435068800726,0,980,31.740633346051123,83.21374181648798,107.2297650635846,39.93397176650133,3.592834795879435,39.68719572682182,40.2308508202976,35.64829454406715,31.35065242273941,,0.0,0.0,1170.4438000763066,0,0,0,980,0.5527849625169492,0.95
6,21001233,D160,0,0,5400,0,0,0,0,0,0,0,0,0,0.20602823349866464,Directo,,Los Lagos,A,A,0.1029607949714086,0.4160571773159108,KG  ,0.5527849625169492,1049.3825889310124,0,5400,174.89736741701643,458.5246998051379,590.8578891258743,220.0443342235788,19.797252956886688,218.68454788248764,221.6801983975582,196.42937809996184,172.74849294162536,,0.0,0.0,6449.384204502098,0,0,0,5400,0.5527849625169492,0.98
7,21001233,D170,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Directo,,,B,B,,,KG  ,0.5527849625169492,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0,0.5527849625169492,0.95
8,21001233,D180,0,0,0,190,0,0,0,0,0,0,0,0,0.007249141549027089,Directo,,Rio Bueno,B,A,0.1029607949714086,0.0738639723933082,KG  ,0.5527849625169492,36.92272072164673,0,190,6.153796260969096,16.133276474625223,20.789444247021503,7.742300648607402,0.696570011446013,7.694456314383824,7.799858832506677,6.9114040442579165,6.078187714612744,,0.0,0.0,226.92277756581458,0,0,0,190,0.5527849625169492,0.95
9,21001233,D190,0,0,100,0,0,0,0,0,0,0,0,0,0.0038153376573826785,Directo,,Osorno,A,A,0.1029607949714086,0.1706200470795741,KG  ,0.5527849625169492,19.43301090612986,0,100,3.238840137352156,8.491198144539592,10.941812761590265,4.074895078214422,0.3666157954979016,4.049713849675697,4.10518885921404,3.6375810759252194,3.1990461655856546,,0.0,0.0,119.43304082411294,0,0,0,100,0.5527849625169492,0.98
