,IdMaterial,IdCeSum,2021/12,2022/1,2022/10,2022/11,2022/2,2022/3,2022/4,2022/5,2022/6,2022/7,2022/8,2022/9,Porcentaje,Provision,LeadTime,Sucursal,ABC_Sucursal,ABC,Margen_Total,Margen_Suc,UMBase,MAPE,AcumProy,AcumEsp,AcumPost,MeanSupply,Trim Proy 2022/12 - 2023/2,Trim Proy 2023/3 - 2023/5,DdaProy 2022/12,DdaProy 2023/1,DdaProy 2023/2,DdaProy 2023/3,DdaProy 2023/4,DdaProy 2023/5,PeriodROP,MeanSupply2,StdSupply2,DdaAnual,Trim 2021/12 - 2022/2,Trim 2022/3 - 2022/5,Trim 2022/6 - 2022/8,Trim 2022/9 - 2022/11
0,10000139,D100,1,15,30,4,14,3,0,0,24,17,0,16,0.020763563295378432,Directo,,Chimbarongo,C,A,0.0927041770359646,0.0451133933949047,UN  ,0.10914905708746556,66.53525978452434,33,91,11.08920996408739,33.03314153152145,33.50211825300289,11.265063630274614,11.275653047555256,10.492451440053582,10.88176825184193,11.26589417280643,11.354346952444743,,0.0,0.0,157.53517749497655,30,3,41,50
1,10000139,D110,23,8,24,20,5,35,27,22,27,53,15,31,0.04855994641661085,Directo,,Los Angeles,B,A,0.0927041770359646,0.0542448728246484,UN  ,0.10914905708746556,155.6066559476779,120,170,25.934442657946313,77.25492777533242,78.35172817234547,26.345713328868047,26.37047890154052,24.53879772270596,25.449296718017415,26.347655726724717,26.554521098459478,,0.0,0.0,325.6064634963161,36,84,95,75
2,10000139,D120,22,27,11,30,11,9,18,12,23,40,20,39,0.04387139986604153,Directo,,Temuco,B,A,0.0927041770359646,0.0677682338784343,UN  ,0.10914905708746556,140.58256502859177,99,163,23.43042750476529,69.79583130047274,70.78673372811902,23.80198928332217,23.82436369725385,22.169534494306767,22.992123241795046,23.803744139316816,23.99063630274615,,0.0,0.0,303.5823911587408,60,39,83,80
3,10000139,D130,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Directo,,,B,B,,,UN  ,0.10914905708746556,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0
4,10000139,D140,1,0,4,0,0,5,0,0,1,1,0,5,0.0028466175485599462,Directo,,Mafil,C,A,0.0927041770359646,0.0130369161881948,UN  ,0.10914905708746556,9.121769486588015,6,11,1.5202949144313356,4.528737145450521,4.593032341137493,1.5444038847957131,1.5458556597454787,1.4384812458137977,1.4918553248492967,1.5445177494976559,1.5566443402545211,,0.0,0.0,20.121758204956464,1,5,2,9
5,10000139,D150,10,27,14,31,21,0,0,0,20,21,8,2,0.02578700602813128,Directo,,Valdivia,B,A,0.0927041770359646,0.0425677383166029,UN  ,0.10914905708746556,82.63250005497379,58,96,13.77208334249563,41.025030611728255,41.60746944324553,13.990482250502344,14.00363362357669,13.030947756195578,13.514454119223043,13.99151373074347,14.101366376423309,,0.0,0.0,178.63239785666445,58,0,49,47
6,10000139,D160,48,29,7,12,39,12,16,24,37,20,24,30,0.04989953114534494,Directo,,Los Lagos,A,A,0.0927041770359646,0.2256407590956473,UN  ,0.10914905708746556,159.8992533531311,168,130,26.64987555885518,79.38609819672091,80.51315515641018,27.072491627595443,27.097940388479568,25.215730073677157,26.15134628265238,27.07448760884126,27.28705961152043,,0.0,0.0,289.8990555927662,116,52,81,49
7,10000139,D170,0,0,60,15,0,0,0,0,0,0,30,25,0.021768251841929,Directo,,Futrono,B,A,0.0927041770359646,0.0676781730720408,UN  ,0.10914905708746556,69.75470783861422,0,130,11.625784639769037,34.63151934756281,35.123188491051415,11.81014735432016,11.821249162759543,11.000150703281982,11.408305425318153,11.811018084393838,11.903750837240455,,0.0,0.0,199.75462156731413,0,0,30,100
8,10000139,D180,88,50,25,69,58,69,203,110,116,117,124,75,0.18486269256530474,Directo,,Rio Bueno,A,A,0.0927041770359646,0.3556175518712934,UN  ,0.10914905708746556,592.3784419525393,578,526,98.72974032542321,294.1015181516103,298.27692380092896,100.29540522438043,100.38968519758873,93.41666443402545,96.88283991962491,100.30279973208306,101.09031480241126,,0.0,0.0,1118.377709310114,196,382,357,169
9,10000139,D190,139,186,105,133,61,101,43,192,155,189,215,151,0.2796383121232418,Directo,,Osorno,A,A,0.0927041770359646,0.0922897401563015,UN  ,0.10914905708746556,896.0797083883521,722,948,149.34661806472533,444.88182546484535,451.1978829235067,151.7149698593436,151.85758539852645,141.3096282652378,146.55284661754857,151.72615539182854,152.91741460147355,,0.0,0.0,1844.0786001339584,386,336,559,389
10,10000139,D210,0,0,0,0,0,0,0,0,0,4,0,0,0.0006697923643670462,Directo,,,B,B,,,UN  ,0.10914905708746556,2.146298702726592,0,4,0.3577164504544319,1.0655852106942403,1.0807134920323513,0.3633891493636972,0.3637307434695244,0.33846617548559943,0.3510247823174816,0.36341594105827196,0.36626925653047554,,0.0,0.0,6.14629604822505,0,0,4,0
11,10000139,D220,65,27,70,63,16,15,21,9,21,12,46,78,0.07417950435365037,Directo,,Purranque,B,A,0.0927041770359646,0.083145413552752,UN  ,0.10914905708746556,237.70258132697003,153,290,39.61709688782833,118.01356208438712,119.68901924258292,40.24534829202947,40.283179839249826,37.48512893503014,38.87599464166109,40.24831547220362,40.56432016075017,,0.0,0.0,527.7022873409244,108,45,79,211
