,IdMaterial,IdCeSum,2021/12,2022/1,2022/10,2022/11,2022/2,2022/3,2022/4,2022/5,2022/6,2022/7,2022/8,2022/9,Porcentaje,Provision,LeadTime,Sucursal,ABC_Sucursal,ABC,Margen_Total,Margen_Suc,UMBase,MAPE,AcumProy,AcumEsp,AcumPost,MeanSupply,Trim Proy 2022/12 - 2023/2,Trim Proy 2023/3 - 2023/5,DdaProy 2022/12,DdaProy 2023/1,DdaProy 2023/2,DdaProy 2023/3,DdaProy 2023/4,DdaProy 2023/5,PeriodROP,MeanSupply2,StdSupply2,DdaAnual,Trim 2021/12 - 2022/2,Trim 2022/3 - 2022/5,Trim 2022/6 - 2022/8,Trim 2022/9 - 2022/11
0,14000032,D090,5.364,5.760000000000001,5.6160000000000005,5.346,6.948,7.236,6.156000000000001,6.803999999999999,8.73,11.016,6.822,9.864,0.31856215275453514,Directo,120,Santiago,B,A,0.2757123260941229,1.868785979805335,T   ,0.06589155139423417,38.48468043721328,38.26800000000001,47.394000000000005,6.414113406202214,20.61734178218505,17.86733865502823,7.903527009840016,6.9478405515764114,5.765974964857087,5.47608340585046,6.189662628020618,6.1992194926032544,4.0,27.537680545328787,1.113936436042014,85.87630805274785,18.072000000000003,20.195999999999998,26.568,20.826
1,14000032,D100,3.942,3.672,4.194,6.804,3.564,6.426,7.038,5.22,5.292,12.942,-0.6120000000000001,5.688,0.2386371243055091,Directo,120,Chimbarongo,A,A,0.2757123260941229,1.966053707986769,T   ,0.06589155139423417,28.829141785809067,29.862,34.308,4.804856964301511,15.444594127650705,13.384547658158361,5.9205870540196806,5.204675681103153,4.319331949929715,4.102172166811702,4.636719325256042,4.643878438985207,4.0,20.628668027757328,0.8344575319373356,63.135364616105505,11.178,18.684,17.622,16.686
2,14000032,D110,1.746,1.53,3.474,4.428,1.71,2.34,3.69,2.988,5.706,3.744,4.392,2.106,0.140772474730571,Directo,120,Los Angeles,A,A,0.2757123260941229,0.3853322854102847,T   ,0.06589155139423417,17.00636330310139,14.004,23.850000000000005,2.834393883850232,9.110794235750191,7.895569067351202,3.4925650980654663,3.0702476738737534,2.5479817926233355,2.419878840618516,2.7352091840149946,2.739432358256912,4.0,12.168888881451236,0.49224801954115477,40.85531494745297,4.986,9.017999999999999,13.842000000000002,10.008
3,14000032,D120,0.342,0.252,0.216,0.198,0.234,0.216,0.18,0.198,0.234,0.108,0.27,0.126,0.009572260526139636,Centralizado,9,Temuco,A,A,0.2757123260941229,0.1271731839554977,T   ,0.06589155139423417,1.156400357747741,1.422,1.1520000000000001,0.19273339295795683,0.6195166788931419,0.5368836788545991,0.23748778365352435,0.20877100207510546,0.17325791552312741,0.16454715844434037,0.18598902202289314,0.18627618983867733,1.0,0.12666015128187966,0.01428500459556239,2.3083290715576683,0.8280000000000001,0.5940000000000001,0.6120000000000001,0.54
4,14000032,D130,0.468,0.324,0.576,0.558,0.162,0.648,0.468,0.468,0.324,0.738,0.378,0.522,0.02095187094183011,Centralizado,9,Panguipulli,A,A,0.2757123260941229,0.3281604370951609,T   ,0.06589155139423417,2.5311420417835166,2.5380000000000003,3.096,0.4218570069639195,1.3560050384164573,1.1751370033670594,0.519815918066805,0.4569603052413147,0.379228864047125,0.36016266149005965,0.40709485239975907,0.407723408528014,1.0,0.277235156302296,0.03126717789098621,5.626986009773077,0.9540000000000001,1.584,1.44,1.656
5,14000032,D140,0.0,0.0,0.018,0.054,0.0,0.0,0.0,0.054,0.018,0.0,0.0,0.0,0.0005355110783854341,Centralizado,9,Mafil,C,A,0.2757123260941229,0.0105434906642881,T   ,0.06589155139423417,0.06469372630756592,0.054,0.09,0.010782287717927653,0.03465827574227367,0.030035450565292252,0.01328602985474262,0.011679496619586317,0.009692750518776359,0.009205435437445612,0.010404980253028984,0.010421045585380548,1.0,0.007085882589196064,0.0007991610962552384,0.15468973826896046,0.0,0.054,0.018,0.072
6,14000032,D150,0.99,1.17,0.81,0.756,1.026,1.17,0.18,1.044,0.63,0.648,0.432,0.306,0.034071892362273246,Centralizado,9,Valdivia,A,A,0.2757123260941229,0.233709660922328,T   ,0.06589155139423417,4.1161383363188815,5.58,3.582,0.686023056053147,2.205132794102162,1.9110055422167196,0.8453236495079992,0.7431079724211794,0.6167012517571457,0.5856958297074771,0.6620168685989691,0.6630390253698374,1.0,0.4508392797375996,0.050846624749239545,7.697884597362609,3.186,2.394,1.71,1.872
7,14000032,D160,0.252,0.072,0.0,0.144,0.09,0.072,0.018,0.036,0.036,0.09,0.054,0.144,0.0037485775486980387,Centralizado,9,Los Lagos,B,A,0.2757123260941229,0.1159584351632816,T   ,0.06589155139423417,0.4528560841529614,0.54,0.46799999999999997,0.07547601402549357,0.24260793019591567,0.21024815395704577,0.09300220898319833,0.08175647633710421,0.0678492536314345,0.0644380480621193,0.0728348617712029,0.07294731909766383,1.0,0.049601178124372446,0.005594127673786669,0.9208281678827231,0.41400000000000003,0.126,0.18,0.288
8,14000032,D170,0.0,0.054,0.0,0.0,0.09,0.0,0.0,0.018,0.0,0.036,0.0,0.036,0.0008702055023763304,Centralizado,9,Futrono,B,A,0.2757123260941229,0.0719558832810789,T   ,0.06589155139423417,0.10512730524979462,0.16199999999999998,0.072,0.017521217541632435,0.056319698081194705,0.04880760716859991,0.021589798513956756,0.018979182006827765,0.01575071959301158,0.014958832585849121,0.0169080929111721,0.01693419907624339,1.0,0.011514559207443603,0.0012986367814147625,0.17712082468706072,0.144,0.018,0.036,0.036
9,14000032,D180,1.278,1.764,0.0,0.0,2.394,0.63,2.088,3.978,2.61,0.9,1.746,0.72,0.06734051810696834,Centralizado,9,Rio Bueno,A,A,0.2757123260941229,0.3493615516780819,T   ,0.06589155139423417,8.135236083176414,12.132,5.976,1.3558726805294024,4.358278174590914,3.776957908585501,1.6707182542338843,1.4686966999129794,1.218863377736127,1.1575835062587858,1.3084262668183948,1.310446482361604,1.0,0.891049735591405,0.10049450785409623,14.110734587321776,5.436,6.696,5.256,0.72
