,IdMaterial,MesPeriodo,IdPeriodo,Periodo,IdCeSum,CentroSuministrador,CtdadUMBase,UMBase,precip,tmin,tmax,tmean,dia_lluvia,dia_helada,dia_caluroso,Dolar,IPC,Desempleo,IMACEC,Precio_carne,Precio_leche,Precio_carne_1trim_mean,Precio_carne_0trim_mean,Precio_leche_1trim_mean,Precio_leche_0trim_mean,tmean_1trim_mean,tmean_0trim_mean,precip_1trim_mean,precip_0trim_mean,dia_lluvia_1trim_mean,dia_lluvia_0trim_mean,dia_helada_1trim_mean,dia_helada_0trim_mean,tmin_1trim_mean,tmin_0trim_mean,tmax_1trim_mean,tmax_0trim_mean,dia_caluroso_1trim_mean,dia_caluroso_0trim_mean
1422,10000002,1,2017-01-01,2017,D100,Chimbarongo,2.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,10000002,2,2017-02-01,2017,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,10000002,3,2017-03-01,2017,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,10000002,4,2017-04-01,2017,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,10000002,5,2017-05-01,2017,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,10000002,6,2017-06-01,2017,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,10000002,7,2017-07-01,2017,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,10000002,8,2017-08-01,2017,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,10000002,9,2017-09-01,2017,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,10000002,10,2017-10-01,2017,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,10000002,11,2017-11-01,2017,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,10000002,12,2017-12-01,2017,D100,Chimbarongo,1.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,10000002,1,2018-01-01,2018,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,10000002,2,2018-02-01,2018,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,10000002,3,2018-03-01,2018,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
