,IdMaterial,MesPeriodo,IdPeriodo,Periodo,IdCeSum,CentroSuministrador,CtdadUMBase,UMBase,precip,tmin,tmax,tmean,dia_lluvia,dia_helada,dia_caluroso,Dolar,IPC,Desempleo,IMACEC,Precio_carne,Precio_leche,Precio_carne_1trim_mean,Precio_carne_0trim_mean,Precio_leche_1trim_mean,Precio_leche_0trim_mean,tmean_1trim_mean,tmean_0trim_mean,precip_1trim_mean,precip_0trim_mean,dia_lluvia_1trim_mean,dia_lluvia_0trim_mean,dia_helada_1trim_mean,dia_helada_0trim_mean,tmin_1trim_mean,tmin_0trim_mean,tmax_1trim_mean,tmax_0trim_mean,dia_caluroso_1trim_mean,dia_caluroso_0trim_mean
4770,10000011,9,2016-09-01,2016,D100,Chimbarongo,1.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4771,10000011,10,2016-10-01,2016,D100,Chimbarongo,5.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4772,10000011,11,2016-11-01,2016,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4773,10000011,12,2016-12-01,2016,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4774,10000011,1,2017-01-01,2017,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4775,10000011,2,2017-02-01,2017,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4776,10000011,3,2017-03-01,2017,D100,Chimbarongo,2.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4777,10000011,4,2017-04-01,2017,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4778,10000011,5,2017-05-01,2017,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4779,10000011,6,2017-06-01,2017,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4780,10000011,7,2017-07-01,2017,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4781,10000011,8,2017-08-01,2017,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4782,10000011,9,2017-09-01,2017,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4783,10000011,10,2017-10-01,2017,D100,Chimbarongo,1.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4784,10000011,11,2017-11-01,2017,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4785,10000011,12,2017-12-01,2017,D100,Chimbarongo,2.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4786,10000011,1,2018-01-01,2018,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4787,10000011,2,2018-02-01,2018,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4788,10000011,3,2018-03-01,2018,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4789,10000011,4,2018-04-01,2018,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4790,10000011,5,2018-05-01,2018,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4791,10000011,6,2018-06-01,2018,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4792,10000011,7,2018-07-01,2018,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4793,10000011,8,2018-08-01,2018,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4794,10000011,9,2018-09-01,2018,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4795,10000011,10,2018-10-01,2018,D100,Chimbarongo,0.0,UN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
