IdMaterial,UMBase,Ndata,NameAlg,DdaProy 2022/12,DdaProy 2023/1,DdaProy 2023/2,DdaProy 2023/3,DdaProy 2023/4,DdaProy 2023/5,2021/12,2022/1,2022/2,2022/3,2022/4,2022/5,2022/6,2022/7,2022/8,2022/9,2022/10,2022/11,DdaMean,RMSE,Trim 2021/12 - 2022/2,Trim 2022/3 - 2022/5,Trim 2022/6 - 2022/8,Trim 2022/9 - 2022/11,Trim Proy 2022/12 - 2023/2,Trim Proy 2023/3 - 2023/5,AcumProy,AcumEsp,AcumPost,Factor_UB,Factor_LB,CotaInf,CotaSup,Estado,Presencia,DdaAnual,MeanSupply,MAPE,Editar,ABC
10000174,UN  ,96,HoltWinteradd,11.42,12.27,10.53,6.85,2.05,1.37,224,200,135,40,1,10,0,0,0,2,14,79,7.415676526790523,1.6899800706876555,559,51,0,95,34.22206283304275,10.271996327700386,44.494059160743134,610,95,0.3,0.3,427.0,793.0,COPIARESPEJO,9,139.49405916074315,7.415676526790523,0.35114664387124017,610.0,B
