IdMaterial,UMBase,Ndata,NameAlg,DdaProy 2022/12,DdaProy 2023/1,DdaProy 2023/2,DdaProy 2023/3,DdaProy 2023/4,DdaProy 2023/5,2021/12,2022/1,2022/2,2022/3,2022/4,2022/5,2022/6,2022/7,2022/8,2022/9,2022/10,2022/11,DdaMean,RMSE,Trim 2021/12 - 2022/2,Trim 2022/3 - 2022/5,Trim 2022/6 - 2022/8,Trim 2022/9 - 2022/11,Trim Proy 2022/12 - 2023/2,Trim Proy 2023/3 - 2023/5,AcumProy,AcumEsp,AcumPost,Factor_UB,Factor_LB,CotaInf,CotaSup,Estado,Presencia,DdaAnual,MeanSupply,MAPE,Editar,ABC
10000007,UN  ,96,svm,13.25,13.13,11.6,13.12,13.1,13.4,138,153,54,182,297,245,215,175,223,392,303,177,12.932072513518522,2.999588078486153,345,724,613,872,37.98149806133348,39.610937019777666,77.59243508111113,1069,1485,0.3,0.3,748.3,1389.7,COPIARESPEJO,12,1562.5924350811113,12.932072513518522,0.08745558651059636,1069.0,B
