,IdMaterial,UMBase,DdaProy 2022/12,DdaProy 2023/1,DdaProy 2023/2,DdaProy 2023/3,DdaProy 2023/4,DdaProy 2023/5,2021/12,2022/1,2022/2,2022/3,2022/4,2022/5,2022/6,2022/7,2022/8,2022/9,2022/10,2022/11,Trim 2021/12 - 2022/2,Trim 2022/3 - 2022/5,Trim 2022/6 - 2022/8,Trim 2022/9 - 2022/11,Trim Proy 2022/12 - 2023/2,Trim Proy 2023/3 - 2023/5,DdaAnual,AcumEsp,AcumPost,MeanSupply,MAPE,ABC,ServiceLevel,LeadTime,MeanSupply2,StdSupply2
0,14000098,T   ,0.37408886669995006,0.4717324013979031,0.48948577134298543,0.6327808287568646,0.5186520219670494,0.6898452321517723,0.19,0.17,0.21000000000000002,0.26,0.48,0.8799999999999999,0.58,0.49,0.5900000000000001,0.74,0.4699999999999999,0.02,0.5700000000000001,1.6199999999999999,1.66,1.23,1.3359456204798388,1.8413977666106187,6.066585122316524,2.19,2.8899999999999997,0.5294308537194209,0.26872336382311907,A,0.98,120.0,2.0891066733233483,0.3225339862605263
