,IdMaterial,UMBase,DdaProy 2022/12,DdaProy 2023/1,DdaProy 2023/2,DdaProy 2023/3,DdaProy 2023/4,DdaProy 2023/5,2021/12,2022/1,2022/2,2022/3,2022/4,2022/5,2022/6,2022/7,2022/8,2022/9,2022/10,2022/11,Trim 2021/12 - 2022/2,Trim 2022/3 - 2022/5,Trim 2022/6 - 2022/8,Trim 2022/9 - 2022/11,Trim Proy 2022/12 - 2023/2,Trim Proy 2023/3 - 2023/5,DdaAnual,AcumEsp,AcumPost,MeanSupply,MAPE,ABC,ServiceLevel,LeadTime,MeanSupply2,StdSupply2
0,14000080,T   ,1.467925197925198,1.6530958230958233,1.4977914277914277,1.5620038220038222,1.573950313950314,1.5829101829101828,0.765,1.8,0.735,1.155,0.84,2.505,1.68,2.58,1.2,0.855,0.315,1.98,3.3,4.5,5.46,3.15,4.618932977733788,4.718016534728795,17.947676767676764,7.8,8.61,1.556279461279461,0.12596179889420134,A,0.98,120.0,6.548071344071344,0.5015986442087562
