,IdMaterial,UMBase,DdaProy 2022/12,DdaProy 2023/1,DdaProy 2023/2,DdaProy 2023/3,DdaProy 2023/4,DdaProy 2023/5,2021/12,2022/1,2022/2,2022/3,2022/4,2022/5,2022/6,2022/7,2022/8,2022/9,2022/10,2022/11,Trim 2021/12 - 2022/2,Trim 2022/3 - 2022/5,Trim 2022/6 - 2022/8,Trim 2022/9 - 2022/11,Trim Proy 2022/12 - 2023/2,Trim Proy 2023/3 - 2023/5,DdaAnual,AcumEsp,AcumPost,MeanSupply,MAPE,ABC,ServiceLevel,LeadTime,MeanSupply2,StdSupply2
0,14000007,T   ,0.6243881200435392,0.45197325454828174,0.4137956771886176,0.40024879489970455,0.5135499922251594,0.5000031099362462,0.36000000000000004,0.64,0.31,0.64,0.45000000000000007,1.06,0.5,1.3,0.9500000000000001,0.8899999999999999,0.7000000000000001,0.11999999999999991,1.31,2.1500000000000004,2.75,1.7099999999999997,1.4905135205738111,1.4133626097953826,7.363958948841549,3.4600000000000004,4.46,0.4839931581402581,0.1697097689914349,A,0.98,120.0,2.010234178199347,0.21076492746778855
