,IdMaterial,UMBase,DdaProy 2022/12,DdaProy 2023/1,DdaProy 2023/2,DdaProy 2023/3,DdaProy 2023/4,DdaProy 2023/5,2021/12,2022/1,2022/2,2022/3,2022/4,2022/5,2022/6,2022/7,2022/8,2022/9,2022/10,2022/11,Trim 2021/12 - 2022/2,Trim 2022/3 - 2022/5,Trim 2022/6 - 2022/8,Trim 2022/9 - 2022/11,Trim Proy 2022/12 - 2023/2,Trim Proy 2023/3 - 2023/5,DdaAnual,AcumEsp,AcumPost,MeanSupply,MAPE,ABC,ServiceLevel,LeadTime,MeanSupply2,StdSupply2
0,10000159,UN  ,0.051711684370257964,0.04935660091047041,0.0553793626707132,0.053051593323216996,0.050013657056145674,0.06153869499241275,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.15644741379920865,0.1646045255658629,0.321051593323217,1,0,0.05350859888720283,0.057011417259587284,A,0.98,7.0,0.02413211937278705,0.00251746780275827
