,IdMaterial,UMBase,DdaProy 2022/12,DdaProy 2023/1,DdaProy 2023/2,DdaProy 2023/3,DdaProy 2023/4,DdaProy 2023/5,2021/12,2022/1,2022/2,2022/3,2022/4,2022/5,2022/6,2022/7,2022/8,2022/9,2022/10,2022/11,Trim 2021/12 - 2022/2,Trim 2022/3 - 2022/5,Trim 2022/6 - 2022/8,Trim 2022/9 - 2022/11,Trim Proy 2022/12 - 2023/2,Trim Proy 2023/3 - 2023/5,DdaAnual,AcumEsp,AcumPost,MeanSupply,MAPE,ABC,ServiceLevel,LeadTime,MeanSupply2,StdSupply2
0,10000572,UN  ,2.0108757062146894,2.888418079096045,1.875,0.7366525423728814,0.10003531073446327,0.018679378531073446,4,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6.774305558768441,0.8553815235662278,7.629661016949152,10,0,1.2716101694915254,0.40382652415724,A,0.98,7.0,0.9384086629001884,0.429278007459295
